UNIPROT_ID	GENE_NAMES	IN_CANCER_GENE_LISTS	MAPPED_UNIPROT_ID	PDBID-CHAIN	PDB_FRAGMENT	UNIPROT_SEQ_LENGTH	MAP_START	MAP_END	PERCENT_IDENTITY	NSITES	NSAMPLES	CLUMPS_P	CLUMPS_Q_FULL	CLUMPS_Q_RESTRICTED
O95714	HERC2		Q9HAU4	1zvd-A	NA	4834	4460	4785	31.0	42	45	0.4965	0.942143	-1
Q5JSL3	DOCK11		Q14185	3l4c-B	NA	2073	640	766	25.8	17	19	0.4965	0.942143	-1
Q0VGE8	ZNF816		P08151	2gli-A	NA	651	229	363	36.2	27	31	0.4965	0.942143	-1
Q8TEW0	PARD3		P31016	2xkx-A	NA	1356	580	719	31.2	28	32	0.4968	0.942143	-1
Q8TEU7	RAPGEF6		Q8TEU7	2d93-A	NA	1601	264	385	100.0	10	11	0.4968	0.942143	-1
P19827	ITIH1		P13806	5gjv-F	NA	911	291	458	24.1	34	42	0.4969	0.942143	-1
P36957	DLST		P10515	1fyc-A	NA	453	73	158	37.4	10	11	0.4969	0.942143	-1
P49767	VEGFC		P49767	2x1w-A	NA	419	116	213	100.0	29	43	0.4969	0.942143	-1
P23141	CES1		P23141	3k9b-C	NA	567	24	548	100.0	104	122	0.497	0.942143	-1
Q86TC9	MYPN		Q63155	3laf-A	NA	1320	959	1263	29.3	54	65	0.4971	0.942143	-1
Q9HB90	RRAGC		Q9HB90	3llu-A	NA	399	61	237	100.0	28	32	0.4971	0.942143	-1
P33121	ACSL1		E5XP76	5mst-B	NA	698	97	696	26.1	83	89	0.4971	0.942143	-1
Q92859	NEO1		Q63155	3laf-A	NA	1461	52	430	50.9	60	64	0.4971	0.942143	-1
Q9Y5E6	PCDHB3		Q99PJ1	5kj4-A	NA	796	554	706	26.9	55	80	0.4972	0.942143	-1
Q96KV7	WDR90		B2J0I0	2ymu-A	NA	1748	927	1511	23.2	56	63	0.4972	0.942143	-1
Q9H6D8	FNDC4		Q8NAU1	4lsd-A	NA	234	46	142	53.6	15	18	0.4973	0.942143	-1
P98164	LRP2		P98164	2m0p-A	NA	4655	1103	1148	100.0	13	16	0.4973	0.942143	-1
Q00872	MYBPC1		Q00872	2yuz-A	NA	1141	433	519	100.0	17	24	0.4973	0.942143	-1
Q96R27	OR2M4		P02699	4x1h-A	NA	311	53	299	22.7	88	128	0.4974	0.942143	-1
Q9BRL7	SEC22C		O08547	1ifq-B	NA	303	4	123	33.3	17	19	0.4974	0.942143	-1
Q6ICH7	ASPHD2		Q12797	5apa-A	NA	369	188	364	35.4	25	34	0.4974	0.942143	-1
Q13349	ITGAD		P20702	4neh-A	NA	1161	18	1096	66.3	220	239	0.4974	0.942143	-1
Q15582	TGFBI		Q15582	5nv6-B	NA	683	47	635	100.0	105	117	0.4975	0.942143	-1
Q9H3T3	SEMA6B		O35464	3okw-A	NA	888	27	578	60.2	87	91	0.4976	0.942143	-1
O00305	CACNB4		Q8VGC3	1t0j-B	NA	520	210	417	89.5	26	36	0.4976	0.942143	-1
P51522	ZNF83		Q07230	2i13-A	NA	516	80	227	52.0	22	29	0.4976	0.942143	-1
Q9HCZ1	ZNF334		O43298	2csh-A	NA	680	597	677	48.1	20	39	0.4976	0.942143	-1
P46013	MKI67		P46013	5j28-D	NA	3256	503	535	100.0	12	15	0.4977	0.942143	-1
Q6N043	ZNF280D		P10074	5yj3-D	NA	979	446	500	23.6	10	14	0.4977	0.942143	-1
P25054	APC	P25054	P25054	1m5i-A	NA	2843	130	239	100.0	17	26	0.4977	0.942143	0.830561
Q8N3J6	CADM2		Q9NQS3	4fom-A	NA	435	24	317	23.9	110	130	0.4977	0.942143	-1
Q92598	HSPH1		P32589	3c7n-A	NA	858	5	713	37.4	93	93	0.4977	0.942143	-1
P03973	SLPI		P83952	3ngg-A	NA	132	31	76	39.1	10	11	0.4978	0.942202	-1
Q96M86	DNHD1		Q8NCM8	4rh7-A	NA	4753	2866	3566	22.1	44	41	0.4979	0.942202	-1
Q16288	NTRK3	Q16288	Q91044	4pbw-B	NA	839	32	302	84.1	88	105	0.4979	0.942202	0.830561
P29120	PCSK1		P63239	1kn6-A	NA	753	31	103	94.5	15	17	0.498	0.942202	-1
Q9NQR4	NIT2		Q9JHW2	2w1v-B	NA	276	1	274	89.4	40	46	0.4981	0.942202	-1
Q3LXA3	TKFC		P45510	1un8-B	NA	575	3	571	39.3	65	70	0.4981	0.942202	-1
Q8IVL1	NAV2		Q8IVL1	2yrn-A	NA	2488	78	197	100.0	17	17	0.4981	0.942202	-1
P68543	UBXN2A		O35987	1vaz-A	NA	259	61	126	41.8	13	13	0.4982	0.942202	-1
O75688	PPM1B		O75688	2p8e-A	NA	479	4	295	100.0	34	43	0.4983	0.942202	-1
Q4LE39	ARID4B		P29374	2yrv-A	NA	1312	168	274	43.0	14	18	0.4983	0.942202	-1
A6NKK0	OR5H1		P28222	4iaq-A	NA	313	17	153	28.0	27	37	0.4983	0.942202	-1
Q9Y2E6	DTX4		Q8TDB6	3pg6-C	NA	619	474	609	48.5	18	23	0.4983	0.942202	-1
Q9BR84	ZNF559		Q8BG62	1v65-A	NA	538	14	61	49.0	13	16	0.4984	0.942212	-1
P98172	EFNB1		P52800	1iko-P	NA	346	29	167	61.7	19	23	0.4984	0.942212	-1
P02751	FN1		Q64487	4yfd-A	NA	2477	1045	1172	23.9	24	33	0.4986	0.942411	-1
Q2Y0W8	SLC4A8		P02730	4yzf-B	NA	1093	454	1005	40.0	81	94	0.4986	0.942411	-1
Q9NQ36	SCUBE2		O60462	2qql-A	NA	999	809	921	30.2	18	20	0.4987	0.94251	-1
Q9H7L9	SUDS3		Q8BR65	4zqa-A	NA	328	90	172	98.8	17	18	0.4989	0.94255	-1
Q8TEA8	DTD1		Q8TEA8	2okv-C	NA	209	1	149	100.0	19	23	0.4989	0.94255	-1
P19544	WT1	P19544	Q9HAZ2	2n1i-A	NA	449	228	306	22.9	22	30	0.4989	0.94255	0.831014
Q00537	CDK17		Q00536	5g6v-A	NA	523	190	501	82.4	43	48	0.499	0.94255	-1
P62979	RPS27A		P62979	2l0f-A	NA	156	1	76	100.0	11	11	0.499	0.94255	-1
P78540	ARG2		P78540	1pq3-E	NA	354	24	329	100.0	39	44	0.4991	0.94255	-1
P55060	CSE1L		P33307	1wa5-C	NA	971	6	934	36.8	125	133	0.4991	0.94255	-1
P01258	CALCA		P01258	2jxz-A	NA	141	85	116	100.0	8	12	0.4991	0.94255	-1
A0PJX2	TLDC2		A9JTH8	4acj-A	NA	215	50	212	53.4	33	36	0.4992	0.942649	-1
Q01740	FMO1		A3SLM3	5gsn-A	NA	532	2	433	24.1	77	89	0.4993	0.942748	-1
P24821	TNC		Q15485	2j3f-D	NA	2201	1981	2189	46.3	33	37	0.4994	0.942768	-1
Q9HC16	APOBEC3G		Q9UH17	5tkm-A	NA	384	7	194	49.7	31	37	0.4995	0.942768	-1
P42575	CASP2		P55211	5wvc-F	NA	452	48	130	30.2	15	16	0.4995	0.942768	-1
P36980	CFHR2		P36980	3zd1-B	NA	270	147	269	100.0	40	58	0.4995	0.942768	-1
Q8IZF6	ADGRG4		Q8WQK3	3flp-B	NA	3080	42	216	20.6	42	56	0.4996	0.942867	-1
Q86Z14	KLB		Q9H227	2e9m-A	NA	1044	521	967	34.8	44	48	0.4997	0.942904	-1
P10398	ARAF		P10398	1wxm-A	NA	606	19	91	100.0	12	15	0.4998	0.942904	-1
Q08431	MFGE8		O43854	4d90-B	NA	387	27	69	29.6	9	10	0.4998	0.942904	-1
Q96NS5	ASB16		Q01484	4rlv-A	NA	453	61	326	30.5	25	27	0.5	0.942904	-1
Q9UHJ3	SFMBT1		Q9UQR0	2mem-A	NA	866	497	609	27.4	13	14	0.5	0.942904	-1
P27708	CAD		P27708	5g1p-F	NA	2225	1915	2225	100.0	49	56	0.5	0.942904	-1
Q13033	STRN3		B2J0I0	2ymu-A	NA	797	461	796	27.6	36	35	0.5001	0.942904	-1
Q9NSC2	SALL1		Q9NZL3	2em7-A	NA	1324	506	537	21.2	12	15	0.5001	0.942904	-1
Q8WXI3	ASB10		O95271	5jhq-D	NA	467	117	435	31.5	40	50	0.5003	0.942904	-1
Q16760	DGKD		Q16760	1r79-A	NA	1214	216	286	100.0	11	12	0.5004	0.942904	-1
Q01974	ROR2		P00747	4a5t-S	NA	943	256	422	30.5	38	52	0.5004	0.942904	-1
Q9UHV5	RAPGEFL1		Q9UHV5	2dhz-A	NA	662	314	420	100.0	16	21	0.5004	0.942904	-1
Q96NR8	RDH12		Q741V7	3rd5-A	NA	316	33	310	43.4	40	47	0.5004	0.942904	-1
Q92824	PCSK5		P63239	1kn6-A	NA	1860	35	107	35.6	14	16	0.5005	0.942904	-1
Q969J2	ZKSCAN4		Q96SE7	2ytr-A	NA	545	510	541	62.5	5	10	0.5005	0.942904	-1
Q8NH90	OR5AK2		P41595	5tud-D	NA	309	24	138	28.4	29	35	0.5006	0.942904	-1
Q8TBZ5	ZNF502		D9IWL3	5v3g-A	NA	544	460	544	56.5	17	18	0.5006	0.942904	-1
P54646	PRKAA2		P54646	5iso-C	NA	552	9	550	100.0	95	110	0.5006	0.942904	-1
Q8N488	RYBP		Q8IY57	2d9g-A	NA	228	21	60	87.5	10	13	0.5007	0.942904	-1
Q6P1L6	ZNF343		Q07230	2i13-A	NA	599	254	375	56.6	14	17	0.5007	0.942904	-1
Q16478	GRIK5		P42260	5kuf-C	NA	980	18	823	46.5	161	178	0.5008	0.942904	-1
Q8WWA0	ITLN1		Q8WWA0	4wmy-B	NA	313	29	313	100.0	74	88	0.5009	0.942904	-1
P32298	GRK4		P32298	4yhj-A	NA	578	25	525	100.0	71	72	0.5009	0.942904	-1
Q9Y5F1	PCDHB12		Q99PJ1	5kj4-A	NA	795	554	706	26.9	43	63	0.5009	0.942904	-1
Q6UWY0	ARSK		Q8A7C8	5g2t-A	NA	536	24	453	27.2	61	69	0.5009	0.942904	-1
O75508	CLDN11		Q9ET38	3x29-A	NA	207	4	178	33.9	23	28	0.5009	0.942904	-1
Q8IXB1	DNAJC10		Q9DC23	5ayk-A	NA	793	34	783	91.1	125	136	0.5009	0.942904	-1
Q6ZN66	GBP6		P32455	1f5n-A	NA	633	7	575	54.1	107	115	0.501	0.942914	-1
Q7RTX7	CATSPER4		A8EVM5	5klb-D	NA	472	82	341	25.7	47	53	0.501	0.942914	-1
P52746	ZNF142		D9IWL3	5v3g-A	NA	1687	1449	1616	38.7	26	34	0.5012	0.943016	-1
Q99594	TEAD3		Q15561	5gzb-A	NA	435	34	128	86.3	12	14	0.5013	0.943016	-1
Q8IZJ1	UNC5B		P13671	4e0s-B	NA	945	301	370	34.3	13	16	0.5015	0.943016	-1
Q9H4B4	PLK3		Q9H4B4	4b6l-A	NA	646	52	332	100.0	41	43	0.5015	0.943016	-1
Q99784	OLFM1		Q99784	4xat-A	NA	485	225	480	100.0	62	84	0.5016	0.943016	-1
P29122	PCSK6		P21860	4leo-C	NA	969	672	812	27.3	14	15	0.5016	0.943016	-1
Q6UXB4	CLEC4G		Q9H2X3	1sl6-B	NA	293	119	293	33.5	24	27	0.5016	0.943016	-1
Q6U841	SLC4A10		P02730	1hyn-Q	NA	1118	115	458	30.8	71	99	0.5016	0.943016	-1
P23469	PTPRE		P23469	2jjd-F	NA	700	111	691	100.0	98	102	0.5016	0.943016	-1
Q6ZMS4	ZNF852		D9IWL3	5v3g-A	NA	543	268	434	56.9	26	30	0.5016	0.943016	-1
P35568	IRS1		P35568	1qqg-B	NA	1242	11	264	100.0	44	45	0.5017	0.943016	-1
Q8WXG9	ADGRV1		P23685	3us9-A	NA	6306	2606	2785	30.5	33	38	0.5017	0.943016	-1
Q9H2C0	GAN		Q9H2C0	3hve-B	NA	597	9	239	100.0	24	25	0.5018	0.943016	-1
Q9UBR4	LHX3		Q9H161	2m0c-A	NA	397	147	226	40.0	10	13	0.5018	0.943016	-1
P07948	LYN		P25911	4tzi-A	NA	512	119	228	96.4	28	31	0.502	0.943016	-1
O00482	NR5A2		O00482	5l0m-A	NA	541	83	178	100.0	34	44	0.5021	0.943016	-1
P54868	HMGCS2		P54868	2wya-B	NA	508	49	508	100.0	85	99	0.5021	0.943016	-1
P43034	PAFAH1B1		P63005	1vyh-P	NA	410	92	408	100.0	41	49	0.5021	0.943016	-1
Q9H6S0	YTHDC2		Q01484	4rlv-A	NA	1430	492	564	34.2	9	10	0.5021	0.943016	-1
Q9H3Z4	DNAJC5		Q9H3Z4	2n05-A	NA	198	1	100	100.0	17	25	0.5022	0.943016	-1
Q8TA94	ZNF563		D9IWL3	5v3g-A	NA	476	278	444	44.3	37	55	0.5022	0.943016	-1
Q9UJM8	HAO1		Q9UJM8	2rdu-A	NA	370	3	362	100.0	103	123	0.5023	0.943016	-1
Q14005	IL16		Q14005	1i16-A	NA	1332	1203	1332	100.0	22	22	0.5026	0.943016	-1
Q68E01	INTS3		Q68E01	4owx-A	NA	1043	34	498	100.0	70	82	0.5026	0.943016	-1
A1KZ92	PXDNL		Q810C0	4y61-B	NA	1463	24	229	27.4	57	66	0.5026	0.943016	-1
Q8IWR0	ZC3H7A		Q9H3U1	2dba-A	NA	971	26	170	27.4	12	15	0.5027	0.943016	-1
Q96PU4	UHRF2		Q96PU4	1wy8-A	NA	802	1	76	100.0	16	15	0.5027	0.943016	-1
Q9H2F3	HSD3B7		Q5FNR0	3wj7-A	NA	369	8	360	25.8	44	47	0.5027	0.943016	-1
Q5SXM1	ZNF678		D9IWL3	5v3g-A	NA	525	346	512	55.1	32	47	0.5027	0.943016	-1
Q9NUA8	ZBTB40		P49711	5und-A	NA	1239	890	1099	24.3	21	20	0.5028	0.943016	-1
P52630	STAT2		P42224	1yvl-B	NA	851	2	680	44.1	79	84	0.5028	0.943016	-1
Q8TDI0	CHD5		Q14839	2n5n-A	NA	1954	128	208	76.5	13	16	0.5029	0.943016	-1
Q9P2K2	TXNDC16		P30101	3f8u-A	NA	825	394	660	22.3	47	45	0.503	0.943016	-1
Q9H1P3	OSBPL2		Q6CUK7	5h2d-A	NA	480	59	480	34.8	55	64	0.503	0.943016	-1
O95050	INMT		O95050	2a14-A	NA	263	5	261	100.0	56	69	0.503	0.943016	-1
Q8N883	ZNF614		P03001	1tf6-D	NA	585	220	395	30.2	25	29	0.5032	0.943016	-1
Q16881	TXNRD1		Q86VQ6	3h8q-A	NA	649	51	162	44.6	18	23	0.5032	0.943016	-1
Q13873	BMPR2		Q13873	2hlq-A	NA	1038	33	131	100.0	13	16	0.5032	0.943016	-1
Q9BSJ8	ESYT1		A0FGR8	4npj-A	NA	1104	648	919	42.0	35	39	0.5033	0.943016	-1
Q96L34	MARK4		Q9P0L2	3ose-A	NA	752	652	752	44.5	11	14	0.5033	0.943016	-1
Q7Z3Z0	KRT25		P08670	3uf1-B	NA	450	123	232	32.1	25	29	0.5034	0.943016	-1
Q5T7N2	L1TD1		Q5T7N2	2lr6-A	NA	865	235	321	100.0	8	10	0.5034	0.943016	-1
P19338	NCL		P19338	2fc9-A	NA	710	478	565	100.0	12	14	0.5035	0.943016	-1
Q6H8Q1	ABLIM2		O94929	2dj7-A	NA	611	142	209	57.4	10	14	0.5035	0.943016	-1
Q9BXL7	CARD11	Q9BXL7	Q9BXL7	4jup-A	NA	1154	22	108	100.0	18	23	0.5035	0.943016	0.837454
Q96PN8	TSSK3		Q9P0L2	2hak-E	NA	268	9	265	41.1	35	37	0.5036	0.943016	-1
Q53TN4	CYBRD1		Q9SWS1	4o7g-A	NA	286	18	222	35.8	28	30	0.5036	0.943016	-1
O75094	SLIT3		Q04721	5mwb-A	NA	1523	1367	1461	34.0	22	29	0.5036	0.943016	-1
Q969Z4	RELT		P43489	2hey-T	NA	430	44	124	36.8	9	11	0.5036	0.943016	-1
Q96IR2	ZNF845		Q07230	2i13-A	NA	970	252	405	54.5	24	29	0.5037	0.943016	-1
A6NE02	BTBD17		Q9NVR0	4apf-A	NA	478	37	294	22.2	17	20	0.5037	0.943016	-1
Q96K62	ZBTB45		Q07230	2i13-B	NA	511	377	508	38.4	23	23	0.5037	0.943016	-1
Q6PIU2	NCEH1		Q5NU42	3wj1-A	NA	408	73	383	32.3	37	45	0.5037	0.943016	-1
Q8NGK0	OR51G2		P41146	5dhh-B	NA	314	46	144	27.3	34	45	0.5037	0.943016	-1
Q14247	CTTN		Q14247	1x69-A	NA	550	485	550	100.0	20	24	0.5038	0.943016	-1
P42658	DPP6		P42658	1xfd-C	NA	865	127	849	100.0	216	240	0.5038	0.943016	-1
Q9UIQ6	LNPEP		Q9UIQ6	5mj6-A	NA	1025	157	1025	100.0	113	116	0.5039	0.943016	-1
Q9NU63	ZFP57		Q1H9T6	2dlq-A	NA	452	28	86	23.3	9	10	0.5039	0.943016	-1
P41743	PRKCI		P41743	1vd2-A	NA	596	25	108	100.0	10	11	0.5039	0.943016	-1
A6NLU5	VSTM2B		Q8IWT1	4mz3-B	NA	285	36	152	29.2	17	18	0.5039	0.943016	-1
Q9BYB4	GNB1L		P62873	5he2-B	NA	327	15	322	24.5	50	62	0.504	0.943026	-1
Q8IZ26	ZNF34		D9IWL3	5v3g-A	NA	560	332	498	59.3	25	29	0.504	0.943026	-1
Q8TDY8	IGDCC4		Q64487	4yh7-A	NA	1250	140	743	25.9	61	69	0.5042	0.943163	-1
Q8NEP9	ZNF555		Q07230	2i13-B	NA	628	366	524	50.9	20	21	0.5043	0.943163	-1
Q9UKP5	ADAMTS6		P07996	3r6b-A	NA	1117	844	960	31.7	26	32	0.5044	0.943163	-1
P62937	PPIA		P62937	3cys-A	NA	165	1	165	100.0	15	18	0.5044	0.943163	-1
Q8NAV1	PRPF38A		Q8NAV1	5o9z-I	NA	312	1	176	100.0	28	33	0.5044	0.943163	-1
Q92793	CREBBP	Q92793	Q92793	1zoq-C	NA	2442	2065	2111	100.0	7	16	0.5045	0.943163	0.837896
Q7Z614	SNX20		Q9Y343	4az9-A	NA	316	80	186	32.4	24	32	0.5045	0.943163	-1
Q00403	GTF2B		Q00403	5iy6-M	NA	316	7	316	100.0	36	41	0.5045	0.943163	-1
Q96BX8	MOB3A		Q8BPB0	5b6b-B	NA	217	26	215	55.3	25	28	0.5045	0.943163	-1
Q92953	KCNB2		P63142	3lut-B	NA	911	34	427	37.7	132	197	0.5047	0.943357	-1
Q13563	PKD2		Q13563	3hrn-A	NA	968	833	895	100.0	18	22	0.5048	0.943357	-1
Q9ULM0	PLEKHH1		P63034	1u27-A	NA	1364	688	803	26.6	16	17	0.5049	0.943357	-1
Q06587	RING1		Q99496	4r8p-L	NA	406	12	113	94.1	14	17	0.5049	0.943357	-1
P47881	OR3A1		P41595	5tud-D	NA	315	32	221	24.4	32	46	0.5049	0.943357	-1
Q8WYK1	CNTNAP5		O60462	2qqk-A	NA	1306	27	174	32.0	51	68	0.505	0.943357	-1
Q9UL62	TRPC5		E0A9E1	5vkq-C	NA	973	211	666	26.4	106	130	0.505	0.943357	-1
P01275	GCG		P01275	2l64-A	NA	180	146	178	100.0	11	14	0.5051	0.943357	-1
Q13751	LAMB3		P07942	5xau-E	NA	1172	1102	1171	22.5	17	21	0.5051	0.943357	-1
Q4G0P3	HYDIN		Q4G0P3	2e6j-A	NA	5121	459	563	100.0	10	10	0.5051	0.943357	-1
Q8WVY7	UBLCP1		Q8WVY7	2lgd-A	NA	318	1	81	100.0	8	12	0.5052	0.943357	-1
O43679	LDB2		P70662	1m3v-A	NA	373	298	337	95.0	13	18	0.5054	0.943357	-1
P35030	PRSS3		P35030	3l3t-B	NA	304	81	304	100.0	36	45	0.5055	0.943357	-1
Q8N3E9	PLCD3		Q9NBA8	3qr1-A	NA	789	129	784	31.2	71	75	0.5055	0.943357	-1
A6NHJ4	ZNF860		Q8BG62	1v65-A	NA	632	24	76	37.7	12	15	0.5055	0.943357	-1
Q9Y5H3	PCDHGA10		Q91XX9	5szn-A	NA	936	35	561	69.6	94	109	0.5055	0.943357	-1
O95900	TRUB2		Q9WZW0	1ze1-C	NA	331	90	269	28.3	21	21	0.5056	0.943357	-1
P06213	INSR		P06213	4zxb-E	NA	1382	28	949	100.0	112	119	0.5056	0.943357	-1
Q92673	SORL1		P97798	4pln-C	NA	2214	1929	2010	23.8	14	16	0.5056	0.943357	-1
P43632	KIR2DS4		P43632	3h8n-A	NA	304	27	221	100.0	57	64	0.5056	0.943357	-1
Q8IUC6	TICAM1		Q8IUC6	2m1x-A	NA	712	387	545	100.0	25	30	0.5056	0.943357	-1
P51508	ZNF81		P03001	1tf6-D	NA	661	317	494	30.6	33	36	0.5059	0.943414	-1
Q8IY45	AMN1		Q5ZWY8	4xa9-A	NA	258	60	237	28.9	21	24	0.5059	0.943414	-1
O94813	SLIT2		O00548	4xbm-B	NA	1529	919	1113	34.0	44	53	0.506	0.943414	-1
Q8NDY3	ADPRHL1		P54922	3hfw-A	NA	354	1	353	45.9	48	53	0.506	0.943414	-1
P36406	TRIM23	P36406	P84080	1r8q-B	NA	574	402	565	62.8	27	38	0.5061	0.943414	0.838056
A6NHT5	HMX3		Q9H9S0	2kt0-A	NA	357	213	284	43.1	11	14	0.5061	0.943414	-1
P31269	HOXA9	P31269	P09631	1puf-A	NA	272	194	270	100.0	18	22	0.5061	0.943414	0.838056
Q8N413	SLC25A45		P70406	2lck-A	NA	288	5	285	26.9	38	47	0.5061	0.943414	-1
P31644	GABRA5		P28472	5ojm-B	NA	462	45	260	37.0	67	101	0.5062	0.943414	-1
P58004	SESN2		P58004	5cuf-C	NA	480	66	478	100.0	57	64	0.5062	0.943414	-1
Q9Y4G6	TLN2		P26039	2jsw-A	NA	2542	2301	2482	90.7	26	29	0.5062	0.943414	-1
Q8IYD2	KLHDC8A		Q53G59	2vpj-A	NA	350	36	326	27.6	48	53	0.5062	0.943414	-1
Q9Y5G3	PCDHGB1		Q9H251	5tfm-A	NA	927	554	767	26.4	47	71	0.5064	0.943619	-1
Q9UBE0	SAE1		Q9UBE0	1y8q-A	NA	346	10	345	100.0	42	46	0.5065	0.943619	-1
O14757	CHEK1		O14757	5wi2-B	NA	476	377	468	100.0	9	10	0.5065	0.943619	-1
Q8TD91	MAGEC3		Q96MG7	5hvq-D	NA	643	456	616	29.1	58	77	0.5065	0.943619	-1
O95045	UPP2		O95045	3p0e-B	NA	317	24	314	100.0	59	62	0.5067	0.943815	-1
Q5IJ48	CRB2		O00548	4xbm-B	NA	1285	59	319	34.1	35	39	0.5067	0.943815	-1
P08238	HSP90AB1	P08238	P08238	5fwk-B	NA	724	10	692	100.0	105	109	0.5068	0.943824	0.838056
P49023	PXN		P48059	1nyp-A	NA	591	348	416	46.4	10	10	0.5068	0.943824	-1
Q15744	CEBPE		P05554	1nwq-C	NA	281	203	262	75.0	14	19	0.5069	0.943834	-1
P07384	CAPN1		P07384	2ary-A	NA	714	33	354	100.0	28	29	0.5069	0.943834	-1
Q14157	UBAP2L		Q80X50	1wj7-A	NA	1087	19	109	100.0	11	12	0.507	0.943862	-1
Q86YV5	PRAG1		Q86YV5	5ve6-A	NA	1406	944	1405	100.0	40	47	0.5071	0.943862	-1
Q6P1Q9	METTL2B		Q8PVL4	3mgg-A	NA	378	176	288	28.3	12	15	0.5072	0.943862	-1
O15034	RIMBP2		Q13332	4pbx-A	NA	1052	300	482	24.0	40	51	0.5072	0.943862	-1
Q86YV6	MYLK4		Q86YV6	2x4f-B	NA	388	81	370	100.0	57	62	0.5072	0.943862	-1
Q8NEV4	MYO3A		Q9HD67	5i0i-A	NA	1616	335	1106	37.1	185	219	0.5072	0.943862	-1
P51784	USP11		Q13107	2y6e-A	NA	963	304	931	52.1	46	50	0.5074	0.943969	-1
Q9NV35	NUDT15		Q9NV35	5lpg-A	NA	164	9	164	100.0	14	18	0.5074	0.943969	-1
P33240	CSTF2		P33240	1p1t-A	NA	577	8	111	100.0	18	18	0.5074	0.943969	-1
P30518	AVPR2		P41143	4n6h-A	NA	371	25	345	26.1	51	58	0.5076	0.944164	-1
Q15849	SLC14A2		Q5QF96	4ezc-A	NA	920	96	440	66.7	67	74	0.5076	0.944164	-1
Q96EP0	RNF31		Q96EP0	4juy-A	NA	1072	1	179	100.0	20	20	0.5077	0.944235	-1
Q8IYX0	ZNF679		Q9UKN5	3db5-B	NA	411	94	116	26.1	7	10	0.5078	0.944235	-1
Q9Y4I5	TESMIN		Q6MZP7	5fd3-A	NA	508	307	414	79.6	14	16	0.5078	0.944235	-1
Q16706	MAN2A1		Q24451	3bvx-A	NA	1144	115	1072	42.9	152	154	0.5079	0.944235	-1
Q70CQ4	USP31		Q93009	5j7t-A	NA	1352	597	824	24.4	36	42	0.508	0.944235	-1
Q03923	ZNF85		Q9P243	2rv6-A	NA	595	144	228	33.3	13	14	0.5081	0.944235	-1
Q8TB72	PUM2		Q8TB72	3q0r-A	NA	1066	706	1048	100.0	41	46	0.5082	0.944235	-1
P13611	VCAN		Q04721	5mwb-A	NA	3396	3091	3180	43.0	28	33	0.5083	0.944235	-1
Q13618	CUL3		Q13618	4ap2-B	NA	768	17	381	100.0	72	84	0.5083	0.944235	-1
Q8IZF4	ADGRG5		Q8K209	5kvm-A	NA	528	25	226	30.7	27	28	0.5084	0.944235	-1
Q5SVS4	SLC25A30		P70406	2lck-A	NA	291	9	288	38.1	34	36	0.5085	0.944235	-1
Q8NGQ6	OR9I1		P21453	3v2y-A	NA	314	39	304	24.8	55	59	0.5085	0.944235	-1
Q14254	FLOT2		Q60634	1win-A	NA	428	42	172	100.0	21	22	0.5085	0.944235	-1
O76083	PDE9A		O76083	3n3z-B	NA	593	241	566	100.0	71	71	0.5086	0.944235	-1
Q5M8T2	SLC35D3		P40107	5oge-G	NA	416	30	318	21.5	35	39	0.5087	0.944235	-1
Q9P289	STK26		Q9P289	4geh-B	NA	416	345	410	100.0	13	12	0.5087	0.944235	-1
Q96DU9	PABPC5		P52298	5oo6-W	NA	382	11	106	27.6	36	53	0.5087	0.944235	-1
Q8NHS4	CLHC1		P49951	1xi4-F	NA	586	297	467	28.6	23	25	0.5087	0.944235	-1
Q6V0I7	FAT4	Q6V0I7	Q9R0G6	3v2n-E	NA	4981	3783	3806	21.4	9	16	0.5087	0.944235	0.838932
O14686	KMT2D	O14686	Q8IWS0	4nn2-A	NA	5537	5029	5130	25.0	26	43	0.5088	0.944235	0.838932
P15924	DSP		Q15149	5j1i-B	NA	2871	646	1024	29.9	52	66	0.5088	0.944235	-1
Q6GTX8	LAIR1		Q6GTX8	3kgr-A	NA	287	25	122	100.0	24	30	0.5088	0.944235	-1
P41743	PRKCI		P41743	5lih-B	NA	596	249	588	100.0	64	85	0.5088	0.944235	-1
Q9P219	CCDC88C		Q8BIL5	1wix-A	NA	2028	11	166	32.5	18	21	0.5089	0.944235	-1
O14950	MYL12B		P02612	3j04-E	NA	172	26	168	92.3	19	21	0.5089	0.944235	-1
Q8NFT6	DBF4B		Q9UBU7	4f9b-B	NA	615	225	350	35.6	12	22	0.5089	0.944235	-1
Q9UP38	FZD1		Q99835	5v57-A	NA	647	91	643	26.4	76	83	0.509	0.944235	-1
Q06265	EXOSC9		Q06265	2nn6-A	NA	439	1	302	100.0	46	55	0.509	0.944235	-1
Q6IPR3	TYW3		O58796	2drv-B	NA	259	1	188	32.1	21	25	0.5092	0.944235	-1
Q9H3S7	PTPN23		Q9H3S7	5lm1-A	NA	1636	365	711	100.0	37	41	0.5092	0.944235	-1
Q8N988	ZNF557		D9IWL3	5v3g-A	NA	423	226	392	53.3	27	38	0.5092	0.944235	-1
Q8NGC6	OR4K17		P02699	4x1h-A	NA	312	45	301	25.1	69	86	0.5092	0.944235	-1
O00602	FCN1		P02466	3hqv-B	NA	326	3	108	41.6	27	35	0.5093	0.944235	-1
