UNIPROT_ID	GENE_NAMES	IN_CANCER_GENE_LISTS	MAPPED_UNIPROT_ID	PDBID-CHAIN	PDB_FRAGMENT	UNIPROT_SEQ_LENGTH	MAP_START	MAP_END	PERCENT_IDENTITY	NSITES	NSAMPLES	CLUMPS_P	CLUMPS_Q_FULL	CLUMPS_Q_RESTRICTED
Q07820	MCL1		Q07820	30b4-A	NA	350	81	350	100.0	22	24	0.3646	0.871272	-1
Q9UBM8	MGAT4C		Q9UBM8	64ed-A	NA	478	1	478	100.0	154	187	0.3647	0.871272	-1
P14867	GABRA1		P14867	233b-A	NA	456	1	456	100.0	132	176	0.3648	0.871272	-1
P52954	LBX1		P52954	2b6e-A	NA	281	1	281	100.0	29	31	0.3648	0.871272	-1
P62745	RHOB		P62745	2d9a-A	NA	196	1	196	100.0	36	52	0.3648	0.871272	-1
Q14592	ZNF460		Q14592	3403-A	NA	562	1	500	100.0	68	71	0.3649	0.871272	-1
Q96AQ1	CCDC74A		Q96AQ1	52db-A	NA	378	1	378	100.0	83	98	0.365	0.871272	-1
Q15493	RGN		Q15493	3545-A	NA	299	1	299	100.0	41	46	0.365	0.871272	-1
P14136	GFAP		P14136	2311-A	NA	432	1	432	100.0	60	69	0.3651	0.871272	-1
Q96AQ9	FAM131C		Q96AQ9	52e0-A	NA	280	1	280	100.0	25	27	0.3653	0.871272	-1
P51148	RAB5C		P51148	2abb-A	NA	216	1	216	100.0	32	36	0.3653	0.871272	-1
Q9H6K4	OPA3		Q9H6K4	5e13-A	NA	179	1	179	100.0	31	31	0.3653	0.871272	-1
Q9NR30	DDX21		Q9NR30	60be-A	NA	783	179	716	100.0	59	63	0.3654	0.871272	-1
Q8NHG8	ZNRF2		Q8NHG8	4ce2-A	NA	242	1	242	100.0	10	12	0.3654	0.871272	-1
Q8N3Z3	GTPBP8		Q8N3Z3	4875-A	NA	284	1	284	100.0	36	42	0.3655	0.871272	-1
Q15842	KCNJ8		Q15842	35c7-A	NA	424	1	403	100.0	93	116	0.3656	0.871272	-1
P43686	PSMC4		P43686	2928-A	NA	418	1	418	100.0	63	70	0.3657	0.871272	-1
P54849	EMP1		P54849	2bcc-A	NA	157	1	157	100.0	24	26	0.3657	0.871272	-1
Q8TCZ2	CD99L2		Q8TCZ2	4de3-A	NA	262	1	262	100.0	43	53	0.3657	0.871272	-1
Q8NEF3	CCDC112		Q8NEF3	4b15-A	NA	446	1	446	100.0	63	61	0.3657	0.871272	-1
Q86V87	FHIP2B		Q86V87	446a-A	NA	743	1	743	100.0	66	64	0.3658	0.871272	-1
Q8TB52	FBXO30		Q8TB52	4d61-A	NA	745	1	745	100.0	79	86	0.3658	0.871272	-1
O60258	FGF17		O60258	1955-A	NA	216	1	216	100.0	37	37	0.3659	0.871272	-1
Q9HA38	ZMAT3		Q9HA38	5ed7-A	NA	289	1	289	100.0	48	58	0.3659	0.871272	-1
P14209	CD99		P14209	2316-A	NA	185	1	185	100.0	23	28	0.366	0.871272	-1
Q9NUL7	DDX28		Q9NUL7	61cf-A	NA	540	28	540	100.0	45	48	0.366	0.871272	-1
O95473	SYNGR4		O95473	1cea-A	NA	234	1	234	100.0	30	37	0.366	0.871272	-1
Q9H8Y5	ANKZF1		Q9H8Y5	5e9e-A	NA	726	1	726	100.0	61	70	0.3661	0.871272	-1
O14894	TM4SF5		O14894	171e-A	NA	197	1	197	100.0	33	41	0.3661	0.871272	-1
Q9BWV1	BOC		Q9BWV1	5a79-A	NA	1114	34	883	100.0	143	163	0.3661	0.871272	-1
P46782	RPS5		P46782	2965-A	NA	204	1	204	100.0	33	38	0.3661	0.871272	-1
Q9Y3L5	RAP2C		Q9Y3L5	6963-A	NA	183	1	183	100.0	43	48	0.3662	0.871272	-1
Q96NC0	ZMAT2		Q96NC0	5658-A	NA	199	1	199	100.0	26	28	0.3662	0.871272	-1
O00423	EML1		O00423	162c-A	NA	815	31	815	100.0	122	142	0.3664	0.871272	-1
Q8IXW5	RPAP2		Q8IXW5	46b0-A	NA	612	1	612	100.0	58	59	0.3664	0.871272	-1
Q96JB2	COG3		Q96JB2	54f0-A	NA	828	1	828	100.0	79	77	0.3664	0.871272	-1
P20853	CYP2A7		P20853	24b0-A	NA	494	1	494	100.0	97	110	0.3665	0.871272	-1
Q16787	LAMA3		Q16787	366e-A	NA	3333	45	1400	100.0	226	229	0.3665	0.871272	-1
Q6P2D8	XRRA1		Q6P2D8	3e45-A	NA	792	94	792	100.0	64	72	0.3665	0.871272	-1
Q1A5X6	IQCJ		Q1A5X6	36b0-A	NA	159	1	99	100.0	11	12	0.3666	0.871272	-1
Q86V21	AACS		Q86V21	445e-A	NA	672	1	672	100.0	87	97	0.3666	0.871272	-1
Q96JB8	MPP4		Q96JB8	54f4-A	NA	637	27	637	100.0	97	95	0.3666	0.871272	-1
P16435	POR		P16435	23b0-A	NA	677	1	677	100.0	76	79	0.3667	0.871272	-1
P15169	CPN1		P15169	234e-A	NA	458	1	458	100.0	86	105	0.3667	0.871272	-1
P43234	CTSO		P43234	28fe-A	NA	321	1	321	100.0	49	58	0.3668	0.871272	-1
Q9Y646	CPQ		Q9Y646	6ab0-A	NA	472	27	472	100.0	106	113	0.3668	0.871272	-1
P58173	OR2B6		P58173	2c9c-A	NA	313	1	313	100.0	85	98	0.3668	0.871272	-1
Q9Y253	POLH		Q9Y253	6884-A	NA	713	1	713	100.0	60	66	0.3668	0.871272	-1
Q15651	HMGN3		Q15651	3570-A	NA	99	1	99	100.0	15	18	0.367	0.871272	-1
Q13797	ITGA9		Q13797	3315-A	NA	1035	29	1035	100.0	152	156	0.3671	0.871272	-1
P21817	RYR1		P21817	251e-A	NA	5038	2201	3600	100.0	269	299	0.3671	0.871272	-1
Q13526	PIN1		Q13526	32ca-A	NA	163	1	163	100.0	17	18	0.3671	0.871272	-1
O75409	H2AP		O75409	1ac2-A	NA	117	1	117	100.0	28	37	0.3672	0.871272	-1
P05090	APOD		P05090	1f2b-A	NA	189	1	189	100.0	44	52	0.3672	0.871272	-1
Q8NGB4	OR4S1		Q8NGB4	4bf8-A	NA	309	1	309	100.0	76	90	0.3673	0.871272	-1
Q8NHJ6	LILRB4		Q8NHJ6	4ce5-A	NA	448	1	408	100.0	79	93	0.3674	0.871272	-1
Q9BQT8	SLC25A21		Q9BQT8	5931-A	NA	299	1	299	100.0	52	64	0.3675	0.871272	-1
O00222	GRM8		O00222	15f7-A	NA	908	1	871	100.0	322	388	0.3675	0.871272	-1
Q9Y6Y9	LY96		Q9Y6Y9	6b51-A	NA	160	1	160	100.0	31	46	0.3676	0.871272	-1
Q5JW98	CALHM4		Q5JW98	39d2-A	NA	314	1	314	100.0	21	23	0.3676	0.871272	-1
Q5TB30	DEPDC1		Q5TB30	3b1f-A	NA	811	1	811	100.0	74	78	0.3677	0.871272	-1
Q14315	FLNC		Q14315	33a6-A	NA	2725	601	2000	100.0	267	285	0.3677	0.871272	-1
Q0VDI3	TMEM267		Q0VDI3	3156-A	NA	215	1	215	100.0	35	45	0.3677	0.871272	-1
Q9BXB5	OSBPL10		Q9BXB5	5a9d-A	NA	764	75	764	100.0	79	92	0.3678	0.871272	-1
P20941	PDC		P20941	24e0-A	NA	246	1	246	100.0	31	34	0.3678	0.871272	-1
Q86X60	FAM72B		Q86X60	44ee-A	NA	149	1	149	100.0	11	13	0.3678	0.871272	-1
Q12908	SLC10A2		Q12908	31c2-A	NA	348	1	348	100.0	101	131	0.3678	0.871272	-1
A8MXD5	GRXCR1		A8MXD5	14c4-A	NA	290	1	290	100.0	94	145	0.3678	0.871272	-1
O15438	ABCC3		O15438	1804-A	NA	1527	1	1527	100.0	218	215	0.3679	0.871272	-1
Q8N2G6	ZCCHC24		Q8N2G6	4817-A	NA	241	1	241	100.0	29	30	0.3679	0.871272	-1
Q15070	OXA1L		Q15070	34bb-A	NA	435	104	435	100.0	39	42	0.3679	0.871272	-1
Q8N2H3	PYROXD2		Q8N2H3	4819-A	NA	581	28	581	100.0	71	67	0.368	0.871395	-1
Q6ZWE6	PLEKHM3		Q6ZWE6	4169-A	NA	761	210	741	100.0	70	76	0.3681	0.871484	-1
Q99551	MTERF1		Q99551	5824-A	NA	399	70	399	100.0	47	49	0.3682	0.871484	-1
Q9HB19	PLEKHA2		Q9HB19	5f0f-A	NA	425	1	425	100.0	35	48	0.3682	0.871484	-1
Q9NR64	KLHL1		Q9NR64	60d2-A	NA	748	184	748	100.0	193	227	0.3683	0.871484	-1
Q5TEC3	ZNF697		Q5TEC3	3b42-A	NA	545	177	545	100.0	40	52	0.3683	0.871484	-1
Q9Y244	POMP		Q9Y244	687e-A	NA	141	22	141	100.0	20	24	0.3684	0.871484	-1
Q9Y4K3	TRAF6		Q9Y4K3	69e2-A	NA	522	50	522	100.0	76	83	0.3685	0.871484	-1
Q6BAA4	FCRLB		Q6BAA4	3d18-A	NA	426	1	426	100.0	48	52	0.3686	0.871484	-1
Q14789	GOLGB1		Q14789	3444-A	NA	3259	1	1400	100.0	149	146	0.3686	0.871484	-1
Q8TBE9	NANP		Q8TBE9	4d75-A	NA	248	1	248	100.0	26	26	0.3686	0.871484	-1
Q96QT6	PHF12		Q96QT6	5722-A	NA	1004	1	967	100.0	62	72	0.3687	0.871484	-1
Q8TD57	DNAH3		Q8TD57	4e08-A	NA	4116	1801	3200	100.0	296	318	0.3688	0.871484	-1
Q5PSV4	BRMS1L		Q5PSV4	39fe-A	NA	323	1	323	100.0	44	49	0.3688	0.871484	-1
Q8N6N2	TTC9B		Q8N6N2	4927-A	NA	239	1	239	100.0	14	14	0.3689	0.871484	-1
P34931	HSPA1L		P34931	278e-A	NA	641	1	615	100.0	123	127	0.3689	0.871484	-1
Q92613	JADE3		Q92613	518b-A	NA	823	37	720	100.0	80	89	0.3689	0.871484	-1
P25774	CTSS		P25774	2614-A	NA	331	1	331	100.0	58	65	0.3689	0.871484	-1
Q9HBH5	RDH14		Q9HBH5	5f2d-A	NA	336	1	336	100.0	28	31	0.3689	0.871484	-1
Q969U6	FBXW5		Q969U6	528d-A	NA	566	1	566	100.0	61	65	0.369	0.871607	-1
P49841	GSK3B		P49841	2a65-A	NA	420	23	420	100.0	55	66	0.3691	0.871617	-1
Q9UKQ2	ADAM28		Q9UKQ2	66c4-A	NA	775	26	698	100.0	144	148	0.3691	0.871617	-1
Q16850	CYP51A1		Q16850	368b-A	NA	509	1	503	100.0	60	62	0.3693	0.871976	-1
P35869	AHR		P35869	2805-A	NA	848	1	590	100.0	53	72	0.3694	0.872099	-1
P49802	RGS7		P49802	2a60-A	NA	495	1	451	100.0	165	222	0.3695	0.872108	-1
Q8N456	LRRC18		Q8N456	4886-A	NA	261	1	261	100.0	71	91	0.3695	0.872108	-1
Q8WUJ0	STYX		Q8WUJ0	4f0c-A	NA	223	1	195	100.0	25	28	0.3698	0.872373	-1
Q8IYU2	HACE1		Q8IYU2	4708-A	NA	909	1	909	100.0	137	141	0.3698	0.872373	-1
Q7Z3B4	NUP54		Q7Z3B4	427a-A	NA	507	113	507	100.0	36	39	0.3699	0.872373	-1
Q5H9M0	PWWP3B		Q5H9M0	396e-A	NA	696	1	696	100.0	97	110	0.3699	0.872373	-1
O00629	KPNA4		O00629	166b-A	NA	521	21	521	100.0	65	64	0.3699	0.872373	-1
Q8NCY6	MSANTD4		Q8NCY6	4ab3-A	NA	345	1	345	100.0	41	52	0.3699	0.872373	-1
Q12840	KIF5A		Q12840	31a5-A	NA	1032	1	909	100.0	168	188	0.37	0.872469	-1
Q96F63	CCDC97		Q96F63	5404-A	NA	343	1	343	100.0	44	56	0.3701	0.872469	-1
Q9NZN5	ARHGEF12	Q9NZN5	Q9NZN5	6393-A	NA	1544	67	1544	100.0	102	103	0.3701	0.872469	0.726309
P18510	IL1RN		P18510	2429-A	NA	177	1	177	100.0	32	36	0.3702	0.872469	-1
Q86YA3	ZGRF1		Q86YA3	4541-A	NA	2104	1	2104	100.0	101	116	0.3703	0.872469	-1
O60883	GPR37L1		O60883	1a23-A	NA	481	1	438	100.0	55	61	0.3703	0.872469	-1
Q8NGZ6	OR6F1		Q8NGZ6	4c9e-A	NA	308	1	308	100.0	128	174	0.3704	0.872469	-1
Q8N801	STPG4		Q8N801	4971-A	NA	248	34	248	100.0	27	33	0.3705	0.872469	-1
Q68D85	NCR3LG1		Q68D85	3cd5-A	NA	454	1	454	100.0	16	15	0.3705	0.872469	-1
P13647	KRT5		P13647	22ee-A	NA	590	147	590	100.0	76	90	0.3705	0.872469	-1
P26436	ACRV1		P26436	2630-A	NA	265	1	265	100.0	18	23	0.3706	0.872469	-1
P27487	DPP4		P27487	2653-A	NA	766	1	766	100.0	154	159	0.3706	0.872469	-1
Q9UGL9	CRCT1		Q9UGL9	6577-A	NA	99	1	99	100.0	15	17	0.3706	0.872469	-1
Q96JM4	LRRIQ1		Q96JM4	5519-A	NA	1722	1	1722	100.0	203	208	0.3707	0.872469	-1
Q7Z443	PKD1L3		Q7Z443	42c0-A	NA	1732	33	1697	100.0	110	87	0.3708	0.872469	-1
P01286	GHRH		P01286	1e19-A	NA	108	1	108	100.0	18	23	0.3708	0.872469	-1
Q9UN73	PCDHA6		Q9UN73	679c-A	NA	950	1	950	100.0	220	300	0.3708	0.872469	-1
O60469	DSCAM		O60469	199c-A	NA	2012	23	1820	100.0	477	521	0.3709	0.872469	-1
Q6P3R8	NEK5		Q6P3R8	3e50-A	NA	708	1	670	100.0	79	102	0.3709	0.872469	-1
Q00341	HDLBP		Q00341	2f12-A	NA	1268	39	1268	100.0	190	194	0.3709	0.872469	-1
Q9UQ72	PSG11		Q9UQ72	6847-A	NA	335	1	335	100.0	104	127	0.371	0.872476	-1
Q9H5I5	PIEZO2		Q9H5I5	5dde-A	NA	2752	1	1400	100.0	67	55	0.3712	0.872476	-1
P16035	TIMP2		P16035	2392-A	NA	220	1	220	100.0	33	41	0.3712	0.872476	-1
P22676	CALB2		P22676	2568-A	NA	271	1	271	100.0	50	58	0.3712	0.872476	-1
Q9BWT3	PAPOLG		Q9BWT3	5a74-A	NA	736	1	736	100.0	80	80	0.3712	0.872476	-1
O75182	SIN3B		O75182	1a7e-A	NA	1162	39	1162	100.0	113	116	0.3714	0.872476	-1
Q9P273	TENM3		Q9P273	643e-A	NA	2699	21	2699	100.0	515	497	0.3716	0.872476	-1
Q9Y291	MRPS33		Q9Y291	68a1-A	NA	106	1	106	100.0	11	13	0.3716	0.872476	-1
Q7L5A8	FA2H		Q7L5A8	420d-A	NA	372	1	372	100.0	35	32	0.3716	0.872476	-1
P23327	HRC		P23327	258a-A	NA	699	1	699	100.0	53	58	0.3716	0.872476	-1
Q9NQI0	DDX4		Q9NQI0	6076-A	NA	724	241	724	100.0	84	97	0.3717	0.872476	-1
P02788	LTF		P02788	1ea2-A	NA	710	1	710	100.0	138	160	0.3717	0.872476	-1
O43567	RNF13		O43567	18c3-A	NA	381	1	288	100.0	30	30	0.3718	0.872476	-1
Q16288	NTRK3	Q16288	Q16288	35fa-A	NA	839	31	839	100.0	223	262	0.3718	0.872476	0.727694
P68543	UBXN2A		P68543	2df1-A	NA	259	28	259	100.0	37	37	0.3719	0.872476	-1
Q9NR09	BIRC6		Q9NR09	60b2-A	NA	4857	3201	4600	100.0	177	168	0.372	0.872476	-1
Q5T871	LELP1		Q5T871	3afd-A	NA	98	1	98	100.0	30	49	0.3721	0.872476	-1
Q15633	TARBP2		Q15633	3567-A	NA	366	1	366	100.0	35	42	0.3721	0.872476	-1
Q4G0F5	VPS26B		Q4G0F5	3824-A	NA	336	1	298	100.0	38	42	0.3723	0.872476	-1
Q8N8C0	ZNF781		Q8N8C0	4989-A	NA	355	1	138	100.0	29	56	0.3723	0.872476	-1
Q96I51	RCC1L		Q96I51	54a8-A	NA	464	33	464	100.0	25	28	0.3723	0.872476	-1
Q96NW7	LRRC7		Q96NW7	567e-A	NA	1537	1	1537	100.0	166	202	0.3723	0.872476	-1
Q13033	STRN3		Q13033	31fd-A	NA	797	43	797	100.0	64	66	0.3724	0.872476	-1
P63218	GNG5		P63218	2dd6-A	NA	68	1	68	100.0	10	10	0.3725	0.872476	-1
Q8WUU8	TMEM174		Q8WUU8	4f1c-A	NA	243	1	243	100.0	38	40	0.3725	0.872476	-1
Q9BSU1	PHAF1		Q9BSU1	59a3-A	NA	422	1	422	100.0	54	60	0.3726	0.872476	-1
Q04837	SSBP1		Q04837	304c-A	NA	148	1	148	100.0	24	32	0.3726	0.872476	-1
P48764	SLC9A3		P48764	29e9-A	NA	834	42	663	100.0	100	112	0.3726	0.872476	-1
Q13423	NNT		Q13423	3295-A	NA	1086	47	1086	100.0	135	140	0.3727	0.872476	-1
Q9BTA0	FAM167B		Q9BTA0	59bc-A	NA	163	1	163	100.0	16	26	0.3727	0.872476	-1
Q9ULK4	MED23	Q9ULK4	Q9ULK4	6732-A	NA	1368	1	1335	100.0	162	170	0.3728	0.872476	0.727706
Q9UKK6	NXT1		Q9UKK6	6693-A	NA	140	1	140	100.0	20	23	0.3728	0.872476	-1
O75832	PSMD10		O75832	1b73-A	NA	226	1	226	100.0	27	29	0.3728	0.872476	-1
Q8NET6	CHST13		Q8NET6	4b36-A	NA	341	1	341	100.0	43	51	0.3729	0.872476	-1
C9JN71	ZNF878		C9JN71	1550-A	NA	531	1	531	100.0	80	97	0.373	0.872476	-1
P13725	OSM		P13725	22f7-A	NA	252	1	252	100.0	38	45	0.373	0.872476	-1
P47890	OR1G1		P47890	298f-A	NA	313	1	313	100.0	61	70	0.373	0.872476	-1
Q8IY42	C4orf19		Q8IY42	46be-A	NA	314	1	314	100.0	41	45	0.373	0.872476	-1
Q8TC20	CAGE1		Q8TC20	4d9a-A	NA	777	1	777	100.0	76	80	0.373	0.872476	-1
Q8IYW2	CFAP46		Q8IYW2	470d-A	NA	2715	201	1600	100.0	88	94	0.3731	0.872476	-1
Q96LM6	SPMIP9		Q96LM6	55ab-A	NA	180	1	160	100.0	25	32	0.3731	0.872476	-1
O00443	PIK3C2A		O00443	1630-A	NA	1686	29	1686	100.0	173	164	0.3732	0.872476	-1
Q8TDU9	RXFP4		Q8TDU9	4e44-A	NA	374	31	374	100.0	45	47	0.3733	0.872476	-1
Q99447	PCYT2		Q99447	5802-A	NA	389	1	389	100.0	45	51	0.3734	0.872476	-1
Q6ZUT9	DENND5B		Q6ZUT9	413a-A	NA	1274	1	1274	100.0	149	166	0.3735	0.872476	-1
Q96HF1	SFRP2		Q96HF1	5481-A	NA	295	1	295	100.0	51	63	0.3736	0.872476	-1
Q96D09	GPRASP2		Q96D09	536a-A	NA	838	1	838	100.0	43	50	0.3737	0.872476	-1
Q99941	ATF6B		Q99941	58b9-A	NA	703	1	673	100.0	39	40	0.3737	0.872476	-1
Q96DU9	PABPC5		Q96DU9	53ab-A	NA	382	1	382	100.0	143	172	0.3737	0.872476	-1
P22392	NME2		P22392	2556-A	NA	152	1	152	100.0	16	19	0.3738	0.872476	-1
Q9Y3T9	NOC2L		Q9Y3T9	6976-A	NA	749	1	749	100.0	65	68	0.3738	0.872476	-1
P41970	ELK3		P41970	28b4-A	NA	407	1	407	100.0	52	56	0.3739	0.872476	-1
Q9Y228	TRAF3IP3		Q9Y228	686f-A	NA	551	1	551	100.0	79	91	0.3739	0.872476	-1
Q5T0F9	CC2D1B		Q5T0F9	3a6d-A	NA	858	1	858	100.0	75	79	0.374	0.872476	-1
P46098	HTR3A		P46098	2950-A	NA	478	1	478	100.0	112	131	0.374	0.872476	-1
Q9H8M5	CNNM2		Q9H8M5	5e8a-A	NA	875	70	824	100.0	98	105	0.374	0.872476	-1
Q9NPI0	TMEM138		Q9NPI0	6034-A	NA	162	1	162	100.0	23	28	0.3741	0.872476	-1
Q92786	PROX1		Q92786	51db-A	NA	737	1	737	100.0	103	122	0.3742	0.872476	-1
Q9UBN1	CACNG4		Q9UBN1	64ee-A	NA	327	1	327	100.0	43	44	0.3742	0.872476	-1
P49336	CDK8		P49336	2a06-A	NA	464	1	436	100.0	65	76	0.3742	0.872476	-1
Q8N3J6	CADM2		Q8N3J6	4854-A	NA	435	23	435	100.0	151	178	0.3743	0.872476	-1
Q8IVU1	IGDCC3		Q8IVU1	4618-A	NA	814	1	785	100.0	90	107	0.3743	0.872476	-1
Q8WWG1	NRG4		Q8WWG1	4f85-A	NA	115	1	115	100.0	16	20	0.3744	0.872476	-1
O15226	NKRF		O15226	17a9-A	NA	690	1	690	100.0	89	98	0.3744	0.872476	-1
Q9ULX3	NOB1		Q9ULX3	6759-A	NA	412	1	412	100.0	34	38	0.3744	0.872476	-1
Q12846	STX4		Q12846	31a7-A	NA	297	1	297	100.0	50	60	0.3745	0.872476	-1
O15243	LEPROT		O15243	17bf-A	NA	131	1	131	100.0	14	18	0.3745	0.872476	-1
P08729	KRT7		P08729	2027-A	NA	469	70	469	100.0	58	62	0.3746	0.872476	-1
Q8IZ41	RASEF		Q8IZ41	4726-A	NA	740	1	740	100.0	81	94	0.3746	0.872476	-1
O96018	APBA3		O96018	1db1-A	NA	575	1	575	100.0	29	27	0.3746	0.872476	-1
O15297	PPM1D	O15297	O15297	17d2-A	NA	605	1	567	100.0	38	41	0.3747	0.872476	0.728505
Q86X76	NIT1		Q86X76	44f0-A	NA	327	44	327	100.0	36	39	0.3748	0.872476	-1
Q92608	DOCK2		Q92608	5187-A	NA	1830	1	1623	100.0	431	468	0.3748	0.872476	-1
O00716	E2F3		O00716	1670-A	NA	465	60	465	100.0	36	43	0.3751	0.872476	-1
Q8NFW5	DMBX1		Q8NFW5	4bc8-A	NA	382	1	382	100.0	60	76	0.3751	0.872476	-1
Q7L7L0	H2AC25		Q7L7L0	4217-A	NA	130	1	130	100.0	22	28	0.3751	0.872476	-1
O95206	PCDH8		O95206	1c81-A	NA	1070	1	922	100.0	101	106	0.3751	0.872476	-1
Q8WVC6	DCAKD		Q8WVC6	4f44-A	NA	231	1	231	100.0	37	46	0.3751	0.872476	-1
Q8NA66	CNBD1	Q8NA66	Q8NA66	4a08-A	NA	436	1	436	100.0	125	172	0.3752	0.872476	0.728505
Q13268	DHRS2		Q13268	3254-A	NA	280	25	280	100.0	44	55	0.3752	0.872476	-1
A6NK97	SLC22A20P		A6NK97	13ed-A	NA	555	1	555	100.0	71	77	0.3752	0.872476	-1
Q9H7C9	AAMDC		Q9H7C9	5e4d-A	NA	122	1	122	100.0	11	12	0.3752	0.872476	-1
Q3ZCW2	LGALSL		Q3ZCW2	37e8-A	NA	172	1	172	100.0	21	26	0.3752	0.872476	-1
Q8WXG6	MADD		Q8WXG6	4fc6-A	NA	1647	1	1647	100.0	164	171	0.3752	0.872476	-1
Q96PS8	AQP10		Q96PS8	56cc-A	NA	301	1	301	100.0	76	88	0.3752	0.872476	-1
P55157	MTTP		P55157	2bf0-A	NA	894	1	894	100.0	168	189	0.3754	0.872476	-1
Q8NGY5	OR6N1		Q8NGY5	4c95-A	NA	312	1	312	100.0	115	162	0.3754	0.872476	-1
Q9P206	KIAA1522		Q9P206	6416-A	NA	1035	1	1035	100.0	73	87	0.3754	0.872476	-1
Q8N511	TMEM199		Q8N511	48bd-A	NA	208	1	208	100.0	27	33	0.3754	0.872476	-1
Q6PJI9	WDR59		Q6PJI9	3ed3-A	NA	974	1	974	100.0	92	97	0.3754	0.872476	-1
Q14CN2	CLCA4		Q14CN2	3482-A	NA	919	1	919	100.0	208	215	0.3755	0.872476	-1
O60925	PFDN1		O60925	1a31-A	NA	122	1	122	100.0	15	15	0.3755	0.872476	-1
Q9NRV9	HEBP1		Q9NRV9	6130-A	NA	189	1	189	100.0	23	22	0.3755	0.872476	-1
Q96NG8	ZNF582		Q96NG8	565f-A	NA	517	1	458	100.0	62	71	0.3756	0.872476	-1
Q96R09	OR5B2		Q96R09	572e-A	NA	309	1	309	100.0	82	100	0.3756	0.872476	-1
Q6ZRR7	LRRC9		Q6ZRR7	40b9-A	NA	1453	1	1371	100.0	62	45	0.3757	0.872476	-1
P0CG35	TMSB15B		P0CG35	2117-A	NA	45	1	45	100.0	9	12	0.3757	0.872476	-1
Q15431	SYCP1		Q15431	3536-A	NA	976	1	976	100.0	170	180	0.3757	0.872476	-1
Q4KMQ2	ANO6		Q4KMQ2	3855-A	NA	910	44	910	100.0	132	144	0.3757	0.872476	-1
P0CW27	CCDC166		P0CW27	214d-A	NA	439	1	439	100.0	17	19	0.3757	0.872476	-1
Q92736	RYR2		Q92736	51b7-A	NA	4967	1001	2400	100.0	449	537	0.3761	0.873182	-1
Q9H2U2	PPA2		Q9H2U2	5d3b-A	NA	334	31	334	100.0	47	53	0.3761	0.873182	-1
O95072	REC8		O95072	1c57-A	NA	547	1	547	100.0	62	62	0.3762	0.873191	-1
Q99592	ZBTB18		Q99592	5833-A	NA	522	74	493	100.0	43	47	0.3762	0.873191	-1
A6NMK8	INSYN2B		A6NMK8	1425-A	NA	535	1	535	100.0	30	39	0.3763	0.8732	-1
Q9NPB3	CABP2		Q9NPB3	6011-A	NA	220	55	220	100.0	34	40	0.3763	0.8732	-1
Q15758	SLC1A5		Q15758	359e-A	NA	541	40	493	100.0	46	56	0.3764	0.873321	-1
Q8N7P1	PLD5		Q8N7P1	495b-A	NA	536	28	513	100.0	125	158	0.3765	0.873442	-1
Q8IXH8	CDH26		Q8IXH8	468e-A	NA	832	1	641	100.0	136	144	0.3767	0.873469	-1
Q9UBR2	CTSZ		Q9UBR2	64fd-A	NA	303	1	303	100.0	37	41	0.3767	0.873469	-1
Q8WVD5	RNF141		Q8WVD5	4f46-A	NA	230	1	230	100.0	32	34	0.3768	0.873469	-1
Q63HK3	ZKSCAN2		Q63HK3	3c70-A	NA	967	39	946	100.0	66	74	0.3768	0.873469	-1
O95363	FARS2		O95363	1cba-A	NA	451	46	451	100.0	57	69	0.3768	0.873469	-1
Q8WZ55	BSND		Q8WZ55	5132-A	NA	320	1	320	100.0	46	52	0.3768	0.873469	-1
P34932	HSPA4		P34932	278f-A	NA	840	1	790	100.0	85	81	0.3771	0.873626	-1
Q8NDX9	LY6G5B		Q8NDX9	4af2-A	NA	201	1	201	100.0	23	23	0.3772	0.873626	-1
P25791	LMO2	P25791	P25791	2619-A	NA	158	1	158	100.0	32	46	0.3772	0.873626	0.730451
Q15555	MAPRE2		Q15555	3552-A	NA	327	23	304	100.0	32	39	0.3772	0.873626	-1
Q13247	SRSF6		Q13247	324d-A	NA	344	1	344	100.0	55	65	0.3773	0.873626	-1
P51149	RAB7A		P51149	2abc-A	NA	207	1	207	100.0	31	36	0.3773	0.873626	-1
Q9UK73	FEM1B		Q9UK73	666f-A	NA	627	1	627	100.0	76	80	0.3773	0.873626	-1
Q9UBJ2	ABCD2		Q9UBJ2	64e0-A	NA	740	1	740	100.0	159	175	0.3773	0.873626	-1
Q9HC07	TMEM165		Q9HC07	5f52-A	NA	324	1	324	100.0	28	27	0.3773	0.873626	-1
Q9HD23	MRS2		Q9HD23	5fcd-A	NA	443	81	401	100.0	47	55	0.3774	0.87374	-1
P28562	DUSP1		P28562	268a-A	NA	367	1	316	100.0	20	21	0.3775	0.87374	-1
P15509	CSF2RA		P15509	2365-A	NA	400	1	400	100.0	109	142	0.3775	0.87374	-1
Q9P0K1	ADAM22		Q9P0K1	63d4-A	NA	906	43	766	100.0	153	175	0.3777	0.87374	-1
Q96R05	RBP7		Q96R05	572b-A	NA	134	1	134	100.0	11	11	0.3778	0.87374	-1
Q9Y5G8	PCDHGA5		Q9Y5G8	6a3d-A	NA	931	1	852	100.0	197	234	0.3779	0.87374	-1
Q99584	S100A13		Q99584	5831-A	NA	98	1	98	100.0	16	17	0.3779	0.87374	-1
Q92922	SMARCC1		Q92922	5219-A	NA	1105	29	1105	100.0	97	104	0.378	0.87374	-1
