GENE_NAMES	UNIPROT_ID	IN_CANCER_GENE_LISTS	MAPPED_UNIPROT_ID	PDBID-CHAIN	PDB_FRAGMENT	UNIPROT_SEQ_LENGTH	MAP_START	MAP_END	PERCENT_IDENTITY	NSITES	NSAMPLES	CLUMPS_P	CLUMPS_Q_FULL	CLUMPS_Q_RESTRICTED	NOTES
DHX8	Q14562		Q14562	5mqf-q	NA	1220	556	1189	100	76	76	0.571	0.948094	-1	
DHX9	Q08211		Q08211	3vyx-A	NA	1270	169	263	100	16	18	0.578	0.948094	-1	
DIAPH1	O60610	M	Q3US76	2f31-A	NA	1272	144	376	95.3	25	29	0.563	0.948094	0.858709	
DLG3	Q92796		Q92796	1um7-A	NA	817	381	475	100	9	14	0.575	0.948094	-1	
DMBX1	Q8NFW5		Q9H161	2m0c-A	NA	382	66	137	66.7	18	28	0.575	0.948094	-1	
DMTN	Q08495		Q08495	1zv6-A	NA	405	341	405	100	10	12	0.565	0.948094	-1	
DNAJA2	O60884		Q56237	4j80-A	NA	412	5	250	29.9	25	27	0.565	0.948094	-1	
DNAJC6	O75061		Q27974	3n0a-A	NA	913	56	402	97.7	55	68	0.565	0.948094	-1	
DNTT	P04053		P09838	4i27-A	NA	509	146	509	78.7	71	77	0.568	0.948094	-1	
DOCK1	Q14185		Q92608	3a98-A	NA	1865	10	168	61.6	19	22	0.578	0.948094	-1	
DRG2	P55039		P39729	4a9a-A	NA	364	4	364	54.8	44	44	0.576	0.948094	-1	
DSG1	Q02413		P09803	3ifq-C	NA	1049	668	765	31.7	22	26	0.56	0.948094	-1	
DTX2	Q86UW9		Q8TDB6	3pg6-C	NA	622	479	614	50.7	11	11	0.573	0.948094	-1	
DUS2	Q9NX74		Q9NX74	4wft-C	NA	493	348	441	100	12	12	0.572	0.948094	-1	
DVL1	O14640		P51141	1fsh-A	NA	695	406	499	97.9	17	18	0.567	0.948094	-1	
DVL1P1	P54792		P51141	1fsh-A	NA	670	381	474	94.7	16	17	0.575	0.948094	-1	
ECT2	Q9H8V3		Q9H8V3	4n40-A	NA	914	45	356	100	40	50	0.57	0.948094	-1	
EFNA1	P20827		P20827	3hei-L	NA	205	18	147	100	18	21	0.558	0.948094	-1	
EFNB3	Q15768		Q15768	4bkf-C	NA	340	29	169	100	25	31	0.557	0.948094	-1	
EHBP1L1	Q8N3D4		Q8NDI1	2d89-A	NA	1523	1038	1142	72.4	12	13	0.557	0.948094	-1	
EIF2AK4	Q9P2K8		Q9QZ05	4otn-A	NA	1649	1527	1649	95.1	11	12	0.557	0.948094	-1	
EIF4A1	P60842		P60842	2zu6-C	NA	406	25	398	100	53	54	0.573	0.948094	-1	
ENO3	P13929		P13929	2xsx-A	NA	434	1	434	100	59	58	0.567	0.948094	-1	
ENPP5	Q9UJA9		Q9UJA9	5vem-A	NA	477	25	401	100	79	87	0.575	0.948094	-1	
ERN1	O75460		O75460	2hz6-A	NA	977	29	368	100	26	25	0.575	0.948094	-1	
ERVW-1	Q9UQF0		Q9UQF0	5ha6-A	NA	538	343	434	100	14	16	0.568	0.948094	-1	
ETV5	P41161	S	P41161	5ilv-A	NA	510	366	457	100	18	21	0.571	0.948094	0.858736	
EZR	P15311	"S,M"	P15311	4rm8-A	NA	586	1	586	100	51	51	0.566	0.948094	0.858709	
FAM105A	Q9NUU6		Q96BN8	3znv-A	NA	356	88	355	41.5	50	59	0.563	0.948094	-1	
FAM83A	Q86UY5		Q86UY5	4urj-A	NA	434	134	302	100	28	34	0.561	0.948094	-1	
FANCF	Q9NPI8	S	Q9NPI8	2iqc-A	NA	374	159	357	100	21	24	0.58	0.948094	0.862888	
FBN1	P35555		Q07008	4xl1-D	NA	2871	2206	2328	34.9	22	22	0.561	0.948094	-1	
FBN3	Q75N90		P01130	1n7d-A	NA	2809	983	1197	28.5	29	37	0.56	0.948094	-1	
FBP1	P09467		P09467	3a29-A	NA	338	10	336	100	38	39	0.576	0.948094	-1	
FBXO2	Q9UK22		Q80UW2	2e31-A	NA	296	47	296	86.6	20	23	0.571	0.948094	-1	
FCGBP	Q9Y6R7		P04275	2mhq-A	NA	5405	1166	1249	27.4	14	18	0.572	0.948094	-1	
FCGR2B	P31994	S	P31994	2fcb-A	NA	310	46	217	100	32	39	0.567	0.948094	0.858709	
FEZF2	Q8TBJ5		D9IWL3	5v3g-A	NA	459	274	437	42.7	41	49	0.567	0.948094	-1	
FGF13	Q92913		Q92913	4jpz-E	NA	245	64	211	100	44	56	0.571	0.948094	-1	
FLNC	Q14315		O75369	2dj4-A	NA	2725	1440	1540	73.3	15	19	0.558	0.948094	-1	
FLRT3	Q9NZU0		Q9NZU0	5cmp-B	NA	649	30	352	100	67	79	0.561	0.948094	-1	
FNDC7	Q5VTL7		P02751	5dc9-B	NA	733	285	370	21.9	11	11	0.566	0.948094	-1	
FUBP3	Q96I24		Q80VL1	1we8-A	NA	572	320	435	23.6	13	15	0.568	0.948094	-1	
GAK	O14976		Q27974	1n4c-A	NA	1311	1136	1311	67.8	14	16	0.571	0.948094	-1	
GCNT1	Q02742		Q09324	2gak-A	NA	428	44	424	85	68	79	0.56	0.948094	-1	
GDF5	P43026		P43026	3qb4-C	NA	501	396	501	100	23	27	0.559	0.948094	-1	
GDNF	P39905		P39905	3fub-B	NA	211	117	211	100	29	33	0.559	0.948094	-1	
GEN1	Q17RS7		Q17RS7	5t9j-A	NA	908	2	467	100	51	55	0.57	0.948094	-1	
GFM1	Q96RP9		P0A6M8	3j0e-H	NA	751	42	740	44.7	93	94	0.568	0.948094	-1	
GIF	P27352		P27352	2pmv-C	NA	417	25	417	100	68	82	0.571	0.948094	-1	
GINS1	Q14691		Q14691	2eho-J	NA	196	1	145	100	22	22	0.58	0.948094	-1	
GJA5	P36382		P28234	2k7m-A	NA	358	254	358	70.5	26	36	0.563	0.948094	-1	
GLRA1	P23415		P28472	5ojm-B	NA	457	42	251	40.3	49	57	0.565	0.948094	-1	
GLRX	P35754		P35754	1b4q-A	NA	106	2	106	100	15	16	0.577	0.948094	-1	
GMIP	Q9P107		Q9P107	3qwe-A	NA	970	80	352	100	36	40	0.572	0.948094	-1	
GNE	Q9Y223		Q9Y223	4zht-C	NA	722	6	388	100	41	53	0.573	0.948094	-1	
GNS	P15586		Q45087	2w8s-B	NA	552	46	492	25	47	53	0.56	0.948094	-1	
GRIN1	Q05586		P35439	3q41-C	NA	938	24	393	99.2	51	58	0.562	0.948094	-1	
GSTM5	P46439		P09488	2f3m-A	NA	218	1	218	87.6	37	44	0.57	0.948094	-1	
GTF3A	Q92664		P03001	1tf6-D	NA	365	34	213	58.2	11	11	0.575	0.948094	-1	
GTPBP1	O00178		P15170	4d61-i	NA	669	161	605	24.6	44	58	0.576	0.948094	-1	
H2AFV	Q71UI9		Q71UI9	3waa-C	NA	128	15	121	100	18	22	0.563	0.948094	-1	
HBD	P02042		P02042	1si4-B	NA	147	2	147	100	41	65	0.58	0.948094	-1	
HDGFL1	Q5TGJ6		Q8VHK7	2b8a-A	NA	251	9	103	67.3	29	37	0.575	0.948094	-1	
HECW1	Q76N89		Q8C863	5xmc-A	NA	1606	829	886	47.6	13	15	0.571	0.948094	-1	
HERC1	Q15751		O95714	3kci-A	NA	4861	374	734	40.9	40	43	0.575	0.948094	-1	
HERC6	Q8IVU3		Q05086	1c4z-A	NA	1022	669	1011	34.5	44	48	0.567	0.948094	-1	
HFM1	A2PYH4		O75643	4f93-B	NA	1435	219	1054	31.5	157	169	0.559	0.948094	-1	
HIST1H2AA	Q96QV6		Q96QV6	5gt0-C	NA	131	15	120	100	26	43	0.571	0.948094	-1	
HIST1H2AH	Q96KK5		P04908	2rvq-C	NA	128	1	128	98.4	44	51	0.58	0.948094	-1	
HMCN1	Q96RW7		P10493	1gl4-A	NA	5635	4870	5106	24.3	39	42	0.571	0.948094	-1	
HNRNPCL1	O60812		P07910	2mxy-A	NA	293	2	106	91.4	46	90	0.569	0.948094	-1	
HNRNPM	P52272		P38922	2mzs-A	NA	730	72	185	27.2	18	21	0.577	0.948094	-1	
HOOK2	Q96ED9		Q8BIL5	1wix-A	NA	719	8	156	57.7	17	23	0.558	0.948094	-1	
HOXB5	P09067		P09077	2r5z-A	NA	269	174	254	75.9	13	13	0.56	0.948094	-1	
HPCAL4	Q9UM19		P37235	5t7c-A	NA	191	2	188	68.5	35	41	0.576	0.948094	-1	
HSPE1	P61604		P61604	4pj1-X	NA	102	3	102	100	10	12	0.561	0.948094	-1	
ICMT	O60725		Q8TMG0	4a2n-B	NA	284	182	275	31.6	18	20	0.571	0.948094	-1	
IDH3G	P51553		P51553	5grh-B	NA	393	53	387	100	55	62	0.576	0.948094	-1	
IFI27L1	Q96BM0		Q96BM0	2loq-A	NA	104	1	104	100	14	14	0.56	0.948094	-1	
IFIH1	Q9BYX4		O95786	4p4h-C	NA	1025	12	201	23.3	9	12	0.565	0.948094	-1	
IFNA5	P01569		P01563	2lms-A	NA	189	24	189	84.9	35	36	0.578	0.948094	-1	
IGFN1	Q86VF2		Q13332	4pbx-A	NA	1251	467	926	24.5	71	90	0.567	0.948094	-1	
IGKV3D-11	A0A0A0MRZ8		P01619	4m8q-L	NA	115	21	110	92.3	29	43	0.58	0.948094	-1	
IL21	Q9HBE4		Q9HBE4	3tgx-P	NA	155	26	145	100	20	35	0.579	0.948094	-1	
IL5	P05113		P05113	1hul-A	NA	134	24	131	100	15	20	0.562	0.948094	-1	
INA	Q16352		P04264	4zry-B	NA	499	300	403	38.5	18	21	0.579	0.948094	-1	
INSM2	Q96T92		Q01101	2lv2-A	NA	566	461	553	38.2	11	11	0.561	0.948094	-1	
IPO5	O00410		P32337	3w3u-A	NA	1097	20	1032	29.9	128	126	0.566	0.948094	-1	
ITSN2	Q9NZM3		Q8NFH8	1iq3-A	NA	1697	226	331	37.7	15	15	0.577	0.948094	-1	
JAK1	P23458	"C,S"	P23458	5ixd-A	NA	1154	36	558	100	67	75	0.567	0.948094	0.858709	
JOSD2	Q8TAC2		P54252	2aga-A	NA	188	13	165	25.3	17	18	0.572	0.948094	-1	
KBTBD4	Q9NVX7		Q9NVX7	2eqx-A	NA	518	142	239	100	14	17	0.57	0.948094	-1	
KBTBD7	Q8WVZ9		Q9UH77	4ch9-A	NA	684	342	595	25.3	42	49	0.56	0.948094	-1	
KCNK4	Q9NYG8		Q9NYG8	4wff-A	NA	393	2	260	100	31	37	0.576	0.948094	-1	
KCNN4	O15554		P70057	5vms-A	NA	427	207	326	30.2	17	18	0.572	0.948094	-1	
KCNV1	Q6PIU1		P63142	3lut-B	NA	500	41	435	31.7	109	151	0.566	0.948094	-1	
KDM4B	O94953		P55201	5erc-A	NA	1096	749	891	43	9	10	0.576	0.948094	-1	
KDM5D	Q9BY66		P41229	5fwj-A	NA	1539	379	759	95.5	15	15	0.56	0.948094	-1	
KERA	O60938		Q06828	5mx0-B	NA	352	41	352	41.9	83	102	0.559	0.948094	-1	
KLHL40	Q2TBA0		Q2TBA0	4asc-A	NA	621	314	621	100	49	58	0.58	0.948094	-1	
KLHL7	Q8IXQ5		Q8IXQ5	3ii7-A	NA	586	290	577	100	47	55	0.56	0.948094	-1	
KLRG2	A4D1S0		Q96E93	3ff7-D	NA	409	293	406	32.8	16	18	0.564	0.948094	-1	
KRT28	Q7Z3Y7		P08670	1gk7-A	NA	464	84	118	53.9	7	11	0.57	0.948094	-1	
KRT35	Q92764		P08670	1gk7-A	NA	455	94	132	48.7	7	10	0.58	0.948094	-1	
KRT73	Q86Y46		P04264	4zry-B	NA	540	338	441	69.2	23	27	0.569	0.948094	-1	
KRT8	P05787		P13647	3tnu-B	NA	483	303	397	77.9	21	27	0.576	0.948094	-1	
L1CAM	P32004		P23352	1zlg-A	NA	1257	631	927	20.8	52	59	0.577	0.948094	-1	
L3MBTL3	Q96JM7		Q96JM7	3ut1-A	NA	780	231	545	100	51	58	0.559	0.948094	-1	
LAMA2	P24043		O09118	4ove-A	NA	3122	22	460	34.4	106	136	0.574	0.948094	-1	
LAMB3	Q13751		P07942	5xau-E	NA	1172	1102	1171	22.5	17	21	0.576	0.948094	-1	
LGALS14	Q8TCE9		Q05315	1lcl-A	NA	139	2	138	49.6	31	38	0.572	0.948094	-1	
LGALS4	P56470		P56470	4xzp-A	NA	323	5	152	100	22	27	0.58	0.948094	-1	
LMNB1	P20700		P20700	2kpw-A	NA	586	439	549	100	10	11	0.569	0.948094	-1	
LMX1B	O60663		Q9H9S0	2kt0-A	NA	402	190	285	22.9	12	18	0.561	0.948094	-1	
LRMDA	Q9H2I8		Q9XHH2	1m9l-A	NA	198	3	135	31.8	18	18	0.577	0.948094	-1	
LRP1	Q07954		P01130	3p5c-L	NA	4544	2904	3334	39.6	49	51	0.559	0.948094	-1	
LRP1	Q07954		O75581	4dg6-A	NA	4544	1269	1894	36.1	97	112	0.574	0.948094	-1	
LRP2	P98164		P01130	1f8z-A	NA	4655	1147	1184	52.6	8	10	0.559	0.948094	-1	
LRP3	O75074		P01130	1n7d-A	NA	770	391	493	33	17	18	0.566	0.948094	-1	
LRRC8A	Q8IWT6		O22476	4lsx-A	NA	810	331	729	26.2	57	66	0.579	0.948094	-1	
LSM14A	Q8ND56	S	Q7SXR4	2vxf-A	NA	463	2	83	97.6	16	15	0.57	0.948094	0.858736	
LTB4R	Q15722		P25024	2lnl-A	NA	352	9	292	28.4	35	39	0.574	0.948094	-1	
LTBP2	Q14767		Q07008	5uk5-A	NA	1821	1348	1560	25.6	25	27	0.579	0.948094	-1	
LTBP3	Q9NS15		Q07008	5uk5-A	NA	1303	869	1080	27.4	16	17	0.567	0.948094	-1	
LYPLA1	O75608		O75608	5sym-A	NA	230	8	230	100	22	27	0.578	0.948094	-1	
MACF1	Q9UPN3		O55147	3uul-A	NA	7388	5349	5455	27	14	15	0.572	0.948094	-1	
MAGEB1	P43366		P43358	2wa0-A	NA	347	94	302	48.8	58	75	0.558	0.948094	-1	
MAGEC3	Q8TD91		Q96MG7	5hvq-D	NA	643	456	616	29.1	58	77	0.565	0.948094	-1	
MAN2B1	O00754		Q24451	3bvx-A	NA	1011	63	832	26.4	114	120	0.57	0.948094	-1	
MAOB	P27338		P27338	4crt-A	NA	520	3	501	100	86	87	0.565	0.948094	-1	
MAP3K13	O43283	S	Q9EQY0	4pl5-C	NA	966	174	508	27.9	65	73	0.569	0.948094	0.858736	
MAST4	O15021		P31749	4ejn-A	NA	2623	526	874	36.7	45	49	0.572	0.948094	-1	
METTL21EP	A6NDL7		Q5VZV1	4mtl-A	NA	271	62	266	51.2	11	11	0.574	0.948094	-1	
MEX3D	Q86XN8		Q86XN8	2dgr-A	NA	651	272	341	100	14	16	0.579	0.948094	-1	
MFAP4	P55083		Q8N539	4m7f-B	NA	255	37	253	55.8	25	28	0.558	0.948094	-1	
MFRP	Q9BY79		Q8CHN8	5ckq-A	NA	579	153	413	28.9	36	38	0.57	0.948094	-1	
MKL1	Q969V6	S	Q8K4J6	2yjf-M	NA	931	1	91	98.9	25	34	0.56	0.948094	0.858709	
MLLT6	P55198	S	P55197	5dah-B	NA	1093	3	186	90.8	26	29	0.571	0.948094	0.858736	
MME	P08473		P08473	1r1j-A	NA	750	55	750	100	172	209	0.557	0.948094	-1	
MMP20	O60882		O60882	2jsd-A	NA	483	113	272	100	30	35	0.558	0.948094	-1	
MMP27	Q9H306		P03956	1su3-A	NA	513	31	465	51.1	81	99	0.569	0.948094	-1	
MON1B	Q7L1V2		G0SGS3	5ldd-A	NA	547	100	240	41.7	22	27	0.576	0.948094	-1	
MRPL1	Q9BYD6		O67759	3qoy-A	NA	325	97	313	27.9	33	36	0.573	0.948094	-1	
MRPL13	Q9BYD1		Q9BYD1	5oom-K	NA	178	2	178	100	26	27	0.568	0.948094	-1	
MRPL57	Q9BQC6		Q9BQC6	3j7y-o	NA	102	9	102	100	10	13	0.559	0.948094	-1	
MTR	Q99707		P13009	1bmt-A	NA	1265	663	922	57.3	36	38	0.558	0.948094	-1	
MUM1	Q2TAK8		Q2TAK8	3pmi-A	NA	710	408	529	100	18	17	0.579	0.948094	-1	
MYH10	P35580		P12883	2fxo-A	NA	1976	843	968	35.7	15	15	0.57	0.948094	-1	
MYH10	P35580		P12883	5cj1-G	NA	1976	1531	1574	34.1	8	11	0.571	0.948094	-1	
MYH13	Q9UKX3		P12883	4xa1-C	NA	1938	1177	1242	84.8	17	23	0.575	0.948094	-1	
MYL12A	P19105		P02612	3j04-E	NA	171	25	167	93	18	20	0.562	0.948094	-1	
MYO16	Q9Y6X6		Q90623	1s70-B	NA	1858	74	311	32.9	63	84	0.574	0.948094	-1	
MYT1L	Q9UL68		O60284	2cs8-A	NA	1186	29	65	56.8	10	11	0.56	0.948094	-1	
NADSYN1	Q6IA69		Q11SE1	3ilv-A	NA	706	5	663	27.1	63	73	0.569	0.948094	-1	
NAT8	Q9UHE5		A0A0H3JTS0	3d8p-A	NA	227	77	195	25.8	19	28	0.559	0.948094	-1	
NAXD	Q8IW45		Q9X024	3rrf-A	NA	347	45	345	25.4	45	49	0.571	0.948094	-1	
NCAN	O14594		Q04721	5mwb-A	NA	1321	1013	1099	39.1	18	25	0.565	0.948094	-1	
NCEH1	Q6PIU2		Q5NU42	3wj1-A	NA	408	73	383	32.3	37	45	0.577	0.948094	-1	
NFYC	Q13952		Q13952	1n1j-B	NA	458	43	120	100	11	13	0.58	0.948094	-1	
NGEF	Q8N5V2		Q91VS8	4gzu-A	NA	710	276	619	22.8	48	59	0.57	0.948094	-1	
NGF	P01138		P01138	2ifg-F	NA	241	123	237	100	18	25	0.561	0.948094	-1	
NLRP8	Q86W28		Q3SZN8	4peq-D	NA	1048	693	1006	34.9	76	103	0.574	0.948094	-1	
NME9	Q86XW9		P29448	1xfl-A	NA	330	16	113	34	14	21	0.56	0.948094	-1	
NNMT	P40261		P40261	2iip-B	NA	264	1	260	100	57	70	0.574	0.948094	-1	
NOS3	P29474		P29476	1tll-A	NA	1203	515	1178	55.9	110	114	0.557	0.948094	-1	
NR2C1	P13056		P35398	4s15-A	NA	603	321	577	21.6	22	22	0.58	0.948094	-1	
NRP2	O60462		O60462	2qqk-A	NA	931	27	594	100	97	113	0.565	0.948094	-1	
NTF3	P20783		P20783	1bnd-B	NA	257	146	253	100	16	25	0.567	0.948094	-1	
NUP153	P49790		P49790	2ebv-A	NA	1475	773	822	100	8	10	0.57	0.948094	-1	
NVL	O15381		O15381	2x8a-A	NA	856	583	839	100	32	39	0.563	0.948094	-1	
NYNRIN	Q9P2P1		P14350	2lsn-A	NA	1898	1348	1470	22.7	16	19	0.566	0.948094	-1	
OLA1	Q9NTK5		Q9NTK5	2ohf-A	NA	396	16	388	100	51	52	0.566	0.948094	-1	
OLFM1	Q99784		Q99784	4xat-A	NA	485	225	480	100	62	84	0.572	0.948094	-1	
OPLAH	O14841		Q5P5G5	5l9w-A	NA	1288	732	1261	22	54	57	0.579	0.948094	-1	
OR2F1	Q13607		P29274	4uhr-A	NA	317	32	305	20.8	85	103	0.575	0.948094	-1	
OR4F6	Q8NGB9		P02699	4x1h-A	NA	312	42	293	23.7	65	72	0.575	0.948094	-1	
OR4K2	Q8NGD2		P02699	4x1h-A	NA	314	17	298	22.5	127	182	0.564	0.948094	-1	
OR51D1	Q8NGF3		P08173	5dsg-A	NA	324	53	195	25.2	29	39	0.578	0.948094	-1	
OR5D14	Q8NGL3		P30542	5uen-A	NA	314	34	152	25.4	48	74	0.57	0.948094	-1	
OR6C68	A6NDL8		P02699	4x1h-A	NA	312	18	297	21.6	50	63	0.559	0.948094	-1	
OR7G3	Q8NG95		P29274	4uhr-A	NA	312	32	305	21.3	51	60	0.579	0.948094	-1	
OS9	Q13438		Q13438	3aih-A	NA	667	109	229	100	22	25	0.564	0.948094	-1	
OSGEPL1	Q9H4B0		P05852	4wq5-B	NA	414	39	392	35.1	33	37	0.57	0.948094	-1	
OXSM	Q9NWU1		Q9NWU1	2iwz-A	NA	459	38	459	100	61	67	0.562	0.948094	-1	
PABPC5	Q96DU9		P49960	5tf6-A	NA	382	101	376	23.2	86	99	0.577	0.948094	-1	
PAN2	Q504Q3		G0SAK8	4cyj-F	NA	1202	406	454	33.3	10	11	0.569	0.948094	-1	
PARD6B	Q9BYG5		Q9JK83	1nf3-D	NA	372	131	253	100	18	21	0.578	0.948094	-1	
PARP8	Q8N3A8		Q8N5Y8	4f0d-A	NA	854	547	798	24.5	45	44	0.58	0.948094	-1	
PASK	Q96RG2		Q96RG2	3dls-E	NA	1323	982	1267	100	37	40	0.575	0.948094	-1	
PAX1	P15863		Q06710	2k27-A	NA	534	99	225	72.4	41	58	0.576	0.948094	-1	
PBRM1	Q86U86	"C,S,M"	Q86U86	3iu6-A	NA	1689	773	914	100	22	33	0.565	0.948094	0.858709	
PCDH9	Q9HC56		P15116	1ncj-A	NA	1237	34	244	28.3	57	59	0.574	0.948094	-1	
PCDHGA4	Q9Y5G9		Q91XX9	5szn-A	NA	962	62	588	64.7	113	142	0.568	0.948094	-1	
PCDHGA6	Q9Y5G7		P15116	1op4-A	NA	932	4	32	27.6	10	15	0.557	0.948094	-1	
PCDHGB5	Q9Y5G0		Q99PF4	5tfk-A	NA	923	551	662	29.9	35	47	0.579	0.948094	-1	
PCDHGC4	Q9Y5F7		Q91Y13	5dzv-B	NA	938	30	557	44.9	83	96	0.566	0.948094	-1	
PCF11	O94913		P39081	1sz9-A	NA	1555	16	122	41.1	15	18	0.563	0.948094	-1	
PDE11A	Q9HCR9		O00408	3ibj-A	NA	933	198	910	31.6	126	149	0.562	0.948094	-1	
PDE4DIP	Q5VU43		P07942	5xau-E	NA	2346	600	655	28.6	11	22	0.56	0.948094	-1	
PDGFRA	P16234	"C,S"	P09619	2l6w-A	NA	1089	519	556	47.4	10	16	0.579	0.948094	0.862888	
PDIA5	Q14554		Q14554	4i6x-A	NA	519	29	144	100	18	19	0.56	0.948094	-1	
PDLIM3	Q53GG5		O70209	1x64-A	NA	364	274	349	96	16	19	0.576	0.948094	-1	
PDLIM5	Q96HC4		P50481	2jtn-A	NA	596	477	588	33.6	18	21	0.567	0.948094	-1	
PI15	O43692		P60623	1rc9-A	NA	258	50	245	34	53	81	0.577	0.948094	-1	
PIGG	Q5H8A4		Q8BGN3	5egh-B	NA	983	65	273	23.7	28	31	0.578	0.948094	-1	
PIR	O00625		O00625	5jct-A	NA	290	4	290	100	37	37	0.571	0.948094	-1	
PITPNC1	Q9UKF7		Q00169	1uw5-B	NA	332	1	242	43	33	37	0.577	0.948094	-1	
PLAA	Q9Y263		Q9Y263	3ebb-B	NA	795	531	795	100	36	35	0.568	0.948094	-1	
PLRG1	O43660		O43660	5mqf-D	NA	514	186	499	100	53	59	0.57	0.948094	-1	
PLTP	P55058		P17213	1ewf-A	NA	493	20	462	27	67	73	0.562	0.948094	-1	
POLR2I	P36954		P36954	5iyb-I	NA	125	1	125	100	19	22	0.576	0.948094	-1	
POTED	Q86YR6		E0A9E1	5vkq-C	NA	584	138	395	22.6	9	12	0.566	0.948094	-1	
POU2F3	Q9UKI9		P14859	1gt0-C	NA	436	185	339	79.6	23	29	0.567	0.948094	-1	
PPM1M	Q96MI6		O88483	2pnq-A	NA	270	24	244	26.1	9	10	0.562	0.948094	-1	
PPP1R13B	Q96KQ4		Q13625	4a63-B	NA	1090	882	1083	81.2	19	21	0.567	0.948094	-1	
PRKAG1	P54619		P54619	4cfe-F	NA	331	27	325	100	38	47	0.564	0.948094	-1	
PRKD3	O94806		P05129	2e73-A	NA	890	277	349	29.5	9	12	0.572	0.948094	-1	
PROKR1	Q8TCW9		P07700	2y04-B	NA	393	59	358	27.5	65	94	0.559	0.948094	-1	
PRSS21	Q9Y6M0		P05981	1z8g-A	NA	314	21	281	41.9	34	37	0.573	0.948094	-1	
PRSS27	Q9BQR3		Q16651	3dfl-A	NA	290	35	280	43.9	19	19	0.578	0.948094	-1	
PRSS3P2	Q8NHM4		P35030	5tp0-A	NA	247	24	247	90.2	54	63	0.579	0.948094	-1	
PSMA2	P25787		P25787	6avo-P	NA	234	4	233	100	28	29	0.56	0.948094	-1	
PTGES	O14684		O14684	5bqi-A	NA	152	5	152	100	15	15	0.563	0.948094	-1	
PTPDC1	A2A3K4		O60729	1ohc-A	NA	754	67	228	30	18	20	0.577	0.948094	-1	
PTPN13	Q12923	"C,S"	P26043	2d10-C	NA	2485	584	877	33.7	31	40	0.566	0.948094	0.858709	
PTPN23	Q9H3S7		Q9H3S7	5mk1-B	NA	1636	4	361	100	31	32	0.558	0.948094	-1	
PTPRJ	Q12913		P02751	4gh7-B	NA	1337	718	838	20.6	16	21	0.57	0.948094	-1	
PUS7	Q96PZ0		Q96PZ0	5kkp-A	NA	661	108	649	100	62	68	0.576	0.948094	-1	
R3HDM1	Q15032		Q9Y2K5	1whr-A	NA	1099	146	256	80.2	21	22	0.573	0.948094	-1	
RAB28	P51157		P51157	2hxs-A	NA	221	11	184	100	25	30	0.572	0.948094	-1	
RAB5A	P20339		P20339	1r2q-A	NA	215	15	184	100	28	32	0.574	0.948094	-1	
RAB8A	P61006		P61006	4lhw-A	NA	207	6	176	100	31	37	0.573	0.948094	-1	
RAD18	Q9NS91		Q9NS91	5vf0-B	NA	495	198	240	100	6	10	0.58	0.948094	-1	
RADIL	Q96JH8		Q96JH8	3ec8-A	NA	1075	51	189	100	32	36	0.572	0.948094	-1	
RAF1	P04049	S	P04049	1rfa-A	NA	648	55	132	100	14	16	0.579	0.948094	0.862888	
RAG1	P15918		P15919	4wwx-B	NA	1043	395	1011	96.3	125	149	0.574	0.948094	-1	
RAMP3	O60896		O60894	4rwg-C	NA	148	24	108	29.9	15	18	0.557	0.948094	-1	
RAPGEF2	Q9Y4G8		Q9EQZ6	4f7z-A	NA	1499	716	917	43.4	33	44	0.578	0.948094	-1	
RAPGEF5	Q92565		Q92565	1wgy-A	NA	580	240	331	100	11	11	0.558	0.948094	-1	
RARS2	Q5T160		Q05506	1f7v-A	NA	578	65	578	41.9	74	75	0.559	0.948094	-1	
RASGRF2	O14827		Q07889	1nvx-S	NA	1237	917	1236	27.8	50	67	0.58	0.948094	-1	
RBFA	Q8N0V3		Q8N0V3	2e7g-A	NA	343	85	201	100	20	19	0.576	0.948094	-1	
RBL2	Q08999		P06400	2qdj-A	NA	1139	49	395	20.3	32	44	0.559	0.948094	-1	
RBM17	Q96I25		Q96I25	2pe8-A	NA	401	301	401	100	13	17	0.57	0.948094	-1	
RBPJL	Q9UBG7		P31266	3iag-C	NA	517	52	479	55.2	68	90	0.58	0.948094	-1	
ROCK1	Q13464		Q13464	3o0z-B	NA	1354	541	692	100	21	27	0.567	0.948094	-1	
RORB	Q92753		P37231	3e00-D	NA	470	17	139	45.6	26	29	0.56	0.948094	-1	
RPAP3	Q9H6T3		Q9H6T3	4cgw-A	NA	665	267	381	100	14	14	0.575	0.948094	-1	
RPRD1B	Q9NQG5		Q9NQG5	4q94-A	NA	326	2	130	100	18	20	0.568	0.948094	-1	
RREB1	Q92766		Q07230	2i13-A	NA	1687	1391	1534	22.4	17	20	0.572	0.948094	-1	
RRM2	P31350		P31350	3olj-D	NA	389	66	350	100	40	46	0.575	0.948094	-1	
RSU1	Q15404		O00206	3fxi-A	NA	277	3	230	28.1	29	32	0.573	0.948094	-1	
RUNX1T1	Q06455	S	Q06455	4jol-B	NA	604	341	400	100	30	40	0.568	0.948094	0.858709	
RUSC1	Q9BVN2		Q9BVN2	4giw-A	NA	902	483	666	100	17	18	0.571	0.948094	-1	
RYR2	Q92736		E9Q401	5c33-A	NA	4967	652	841	99.5	68	86	0.562	0.948094	-1	
SART3	Q15020		P19338	2krr-A	NA	963	619	784	25.1	13	18	0.572	0.948094	-1	
